"","Price","Condo","Size","Rooms","Toilets","Suites","Parking","Elevator","Furnished","Swimming.Pool","New","Sale","District","Latitude","Longitude","Cluster_Silhouette"
"13149",228100,200,38,2,1,0,0,"0","0","0","0",TRUE,"Tatuapé/São Paulo",-23.5498058,-46.5700024,4
"13434",139900,150,41,2,1,0,0,"0","0","0","0",TRUE,"Campo Limpo/São Paulo",0,0,4
"8572",300000,340,51,2,2,1,1,"0","0","1","0",TRUE,"Sé/São Paulo",0,0,2
"4917",697400,500,67,3,2,1,1,"1","0","1","0",TRUE,"Vila Madalena/São Paulo",-23.544082,-46.690373,1
"5307",2800,515,30,1,2,1,1,"1","1","1","0",FALSE,"Vila Olimpia/São Paulo",-23.592331,-46.685089,5
"982",4000,1451,200,4,4,3,2,"0","0","1","0",FALSE,"Cidade Dutra/São Paulo",-23.714215,-46.703946,7
"6807",374900,0,51,2,2,0,1,"1","0","0","1",TRUE,"Vila Prudente/São Paulo",-23.586223,-46.586699,1
"13301",199000,220,40,2,1,0,1,"0","0","1","0",TRUE,"Vila Prudente/São Paulo",-23.5002428,-46.6276118,2
"13003",450000,490,146,4,1,0,1,"0","0","1","0",TRUE,"Sapopemba/São Paulo",-23.5852535,-46.5337662,2
"8927",1290000,1740,120,3,2,1,3,"0","0","0","0",TRUE,"Alto de Pinheiros/São Paulo",-23.5437715,-46.7218043,8
"9619",850,0,60,1,2,1,1,"0","0","0","0",FALSE,"Artur Alvim/São Paulo",-23.542138,-46.486983,6
"3389",18000,3000,278,4,3,2,3,"1","1","0","0",FALSE,"Campo Belo/São Paulo",-23.6275815,-46.6717583,5
"9434",2700,0,110,2,2,1,1,"1","0","1","0",FALSE,"Tucuruvi/São Paulo",-23.488116,-46.6234,5
"10341",2200,607,78,2,1,0,1,"0","0","0","0",FALSE,"Santa Cecília/São Paulo",-23.5318036,-46.6603475,4
"5038",990000,990,118,3,4,3,2,"1","0","1","0",TRUE,"Mooca/São Paulo",-23.5584436,-46.5934512,7
"4033",5000,1900,240,3,4,3,3,"1","0","1","0",FALSE,"Saúde/São Paulo",-23.615111,-46.6216805,7
"8548",640000,1000,100,3,1,0,1,"0","0","0","0",TRUE,"Santa Cecília/São Paulo",-23.5320674,-46.6519103,4
"8562",354000,0,59,3,2,1,1,"0","0","0","0",TRUE,"Sé/São Paulo",-23.5535011,-46.6281897,8
"5754",350000,0,74,3,2,1,1,"0","0","0","0",TRUE,"Jaçanã/São Paulo",-23.460123,-46.58396,8
"7978",360000,400,64,3,2,1,1,"1","1","0","0",TRUE,"Pirituba/São Paulo",-23.499727,-46.722403,1
"6631",180000,245,52,1,2,1,1,"0","0","0","0",TRUE,"São Miguel/São Paulo",-23.516946,-46.522164,6
"11382",450000,392,65,2,2,1,1,"1","0","1","0",TRUE,"Aricanduva/São Paulo",-23.535333,-46.54069,2
"8899",3500000,2300,214,3,4,3,4,"0","0","1","0",TRUE,"Moema/São Paulo",-23.6078541,-46.6572232,7
"12916",267900,0,52,2,2,1,1,"0","0","1","0",TRUE,"Parque do Carmo/São Paulo",-23.5987185,-46.4662013,2
"11429",410000,490,64,2,2,1,1,"1","0","1","0",TRUE,"Carrão/São Paulo",-23.547137,-46.546628,2
"351",1600,313,53,2,2,1,1,"0","0","0","0",FALSE,"Penha/São Paulo",-23.532156,-46.549314,6
"4625",2200,1750,98,3,3,2,2,"0","0","1","0",FALSE,"Perdizes/São Paulo",-23.536635,-46.6852013,7
"12576",322000,350,55,2,2,1,1,"0","0","1","0",TRUE,"Belém/São Paulo",-23.5357211,-46.5951336,2
"11323",940000,890,126,3,5,3,3,"1","0","1","0",TRUE,"Santana/São Paulo",-23.500761,-46.640402,7
"6680",699990,823,97,3,3,1,2,"1","1","1","0",TRUE,"Tatuapé/São Paulo",-23.54049,-46.55218,5
"894",1350,0,42,2,2,1,1,"1","0","1","0",FALSE,"Campo Limpo/São Paulo",-23.627833,-46.767245,5
"265",1300,0,47,2,2,1,1,"0","0","1","0",FALSE,"Itaquera/São Paulo",-23.545408,-46.449034,2
"5022",880000,650,102,3,2,1,2,"0","0","1","0",TRUE,"Mooca/São Paulo",-23.5485189,-46.5945998,2
"7571",500000,850,67,2,2,1,1,"1","0","0","0",TRUE,"Vila Mariana/São Paulo",-23.602234,-46.631425,1
"9877",2300,550,62,2,2,1,1,"1","1","1","0",FALSE,"Ipiranga/São Paulo",-23.582999,-46.60476,5
"4561",1500,306,70,3,2,1,1,"0","0","0","0",FALSE,"Limão/São Paulo",-23.5001251,-46.6720922,8
"2390",2300,500,35,1,1,0,1,"0","0","1","0",FALSE,"Consolação/São Paulo",-23.5511373,-46.6530602,2
"8386",480000,450,51,2,1,0,1,"0","0","1","0",TRUE,"Liberdade/São Paulo",0,0,2
"10902",2200,870,71,3,2,1,1,"0","0","1","0",FALSE,"Lapa/São Paulo",0,0,2
"6436",198500,0,50,2,2,1,1,"1","0","1","0",TRUE,"Lajeado/São Paulo",-23.534887,-46.403105,2
"4400",1300,513,60,2,1,0,1,"0","0","1","0",FALSE,"Freguesia do Ó/São Paulo",-23.4890726,-46.6987506,2
"10616",14000,2400,215,4,5,4,3,"0","0","1","0",FALSE,"Itaim Bibi/São Paulo",-23.5833997,-46.6748732,7
"4740",4750,1000,52,1,1,0,1,"0","1","1","0",FALSE,"Pinheiros/São Paulo",-23.5592441,-46.6742549,5
"3208",2500,800,90,3,2,1,2,"0","1","1","0",FALSE,"Tatuapé/São Paulo",-23.5279776,-46.5585139,5
"6467",430000,0,66,2,2,1,1,"1","0","1","0",TRUE,"Penha/São Paulo",-23.535376,-46.540919,2
"3291",2100,840,92,3,2,1,2,"0","0","0","0",FALSE,"Vila Prudente/São Paulo",-23.5886245,-46.5775892,8
"5383",1200,0,55,2,1,0,0,"0","0","0","0",FALSE,"Mooca/São Paulo",-23.5564988,-46.6175998,4
"10005",1700,900,41,1,2,1,1,"0","1","1","0",FALSE,"Saúde/São Paulo",-23.611581,-46.63062,5
"7205",500000,850,71,2,2,1,1,"0","0","0","0",TRUE,"Jabaquara/São Paulo",-23.637723,-46.64438,6
"13119",169000,0,49,2,1,0,1,"0","0","0","0",TRUE,"São Mateus/São Paulo",0,0,4
"8918",2000000,3300,205,3,2,1,3,"1","0","1","0",TRUE,"Alto de Pinheiros/São Paulo",-23.5522763,-46.7199012,1
"10475",900,0,44,2,1,0,1,"0","0","0","0",FALSE,"Vila Curuçá/São Paulo",0,0,4
"11406",342248,0,60,3,2,1,1,"0","0","0","0",TRUE,"Belém/São Paulo",-23.544698,-46.602114,8
"13399",700000,0,70,3,2,1,2,"0","0","0","0",TRUE,"Campo Grande/São Paulo",-23.6638806,-46.6845065,8
"10556",1950,500,64,3,1,0,2,"0","0","0","0",FALSE,"Campo Grande/São Paulo",-23.6592744,-46.6902799,4
"2443",1200,590,50,2,1,0,0,"0","0","0","0",FALSE,"Liberdade/São Paulo",-23.5612983,-46.636277,4
"13096",199000,360,45,2,1,0,0,"0","0","1","0",TRUE,"São Mateus/São Paulo",-23.6065807,-46.4715407,2
"4015",5000,1680,190,3,2,1,2,"0","1","0","0",FALSE,"Santo Amaro/São Paulo",-23.6462863,-46.7000915,8
"7141",585000,600,70,2,2,1,1,"0","0","0","0",TRUE,"Ipiranga/São Paulo",-23.577951,-46.60611,6
"11908",230000,446,56,2,2,1,1,"0","0","1","0",TRUE,"Rio Pequeno/São Paulo",-23.570846,-46.751602,2
"8009",600000,604,104,3,3,2,2,"1","0","1","0",TRUE,"Raposo Tavares/São Paulo",-23.586134,-46.764663,1
"3073",825,275,53,2,1,0,1,"0","0","0","0",FALSE,"Guaianazes/São Paulo",-23.5500804,-46.407217,4
"5082",926012,700,79,2,2,1,2,"0","0","0","0",TRUE,"Brooklin/São Paulo",-23.6251021,-46.6930767,6
"8706",468000,352,68,2,2,1,1,"1","0","1","0",TRUE,"Jaçanã/São Paulo",-23.4657025,-46.585427,2
"463",930,280,48,2,2,1,1,"0","0","0","0",FALSE,"São Mateus/São Paulo",-23.601618,-46.460928,6
"4575",1200,370,50,2,1,0,1,"0","0","0","0",FALSE,"Limão/São Paulo",0,0,4
"10811",5000,1200,127,3,2,1,2,"0","0","1","0",FALSE,"Vila Mariana/São Paulo",-23.5796486,-46.619149,2
"6242",360000,560,76,3,2,1,1,"1","0","0","0",TRUE,"Ermelino Matarazzo/São Paulo",-23.503964,-46.487872,1
"12660",275000,0,70,2,1,0,0,"0","0","0","0",TRUE,"Carrão/São Paulo",-23.5430849,-46.539059,4
"7514",300000,400,65,2,2,1,1,"0","0","1","0",TRUE,"Socorro/São Paulo",-23.690912,-46.703922,2
"12539",189000,0,45,2,1,0,0,"0","0","0","0",TRUE,"Artur Alvim/São Paulo",0,0,4
"8399",300000,400,45,2,2,1,1,"0","0","1","0",TRUE,"Liberdade/São Paulo",0,0,2
"7241",350000,350,42,1,2,1,1,"1","0","0","0",TRUE,"Jardim Paulista/São Paulo",-23.557156,-46.655278,1
"1491",2100,656,55,2,2,1,1,"1","1","1","0",FALSE,"Vila Mariana/São Paulo",-23.601722,-46.631003,5
"8779",1200000,1090,98,3,2,1,1,"0","0","0","0",TRUE,"Itaim Bibi/São Paulo",-23.5814722,-46.6736442,8
"10669",6000,1100,97,3,2,1,2,"0","1","0","0",FALSE,"Moema/São Paulo",-23.6051569,-46.6661697,8
"4509",4200,1000,101,3,2,1,2,"0","0","1","0",FALSE,"Lapa/São Paulo",-23.526559,-46.6978394,2
"6315",220000,0,43,2,2,1,1,"0","0","0","0",TRUE,"Itaim Paulista/São Paulo",-23.501052,-46.391525,6
"1533",2700,407,54,2,2,1,1,"1","0","1","0",FALSE,"Vila Mariana/São Paulo",-23.581319,-46.646441,5
"12835",170000,245,48,2,1,0,1,"0","0","1","0",TRUE,"Itaquera/São Paulo",-23.5576493,-46.4236034,2
"7714",219000,250,41,2,2,1,1,"1","0","1","0",TRUE,"Cachoeirinha/São Paulo",-23.475711,-46.659506,2
"99",1200,450,48,2,2,1,1,"0","0","0","0",FALSE,"Carrão/São Paulo",-23.552901,-46.525581,6
"7548",475000,700,72,2,2,1,2,"1","0","1","0",TRUE,"Vila Andrade/São Paulo",-23.626396,-46.742712,1
"1498",3600,1200,80,3,2,1,2,"0","1","1","0",FALSE,"Vila Mariana/São Paulo",-23.586532,-46.629976,5
"10673",8000,3200,160,3,2,1,3,"0","0","0","0",FALSE,"Moema/São Paulo",-23.6004902,-46.6678257,8
"4987",847000,1020,83,3,3,1,2,"1","0","1","0",TRUE,"Brooklin/São Paulo",-23.624752,-46.683948,1
"8099",343990,390,46,2,1,0,1,"0","1","0","0",TRUE,"Barra Funda/São Paulo",0,0,4
"5953",185000,0,48,2,2,1,1,"0","0","0","0",TRUE,"Medeiros/São Paulo",-23.180829,-46.996466,6
"9196",1300,120,45,1,2,1,1,"0","0","0","0",FALSE,"Liberdade/São Paulo",-23.556736,-46.634143,6
"10923",2000,782,90,3,2,1,1,"0","0","0","0",FALSE,"Perdizes/São Paulo",-23.5359787,-46.667542,8
"10087",2000,700,60,2,2,1,1,"1","0","1","0",FALSE,"Anhanguera/São Paulo",-23.522756,-46.655492,5
"13283",300000,570,58,2,1,0,1,"1","0","1","0",TRUE,"Vila Matilde/São Paulo",-23.5354937,-46.520454,2
"3710",1600,685,60,3,1,0,2,"0","0","0","0",FALSE,"Jabaquara/São Paulo",0,0,4
"5601",470000,520,66,2,2,1,1,"0","0","0","0",TRUE,"Pari/São Paulo",-23.532518,-46.569268,6
"10332",1200,568,30,1,1,0,1,"0","0","1","0",FALSE,"Liberdade/São Paulo",-23.5643393,-46.6350875,2
"2432",2200,0,35,1,1,0,0,"0","0","0","0",FALSE,"Consolação/São Paulo",-23.5483633,-46.6451621,4
"7233",220000,377,45,2,2,1,1,"1","0","0","0",TRUE,"Jardim Ângela/São Paulo",-23.613199,-46.52323,1
"3354",1500,505,50,2,1,0,1,"0","0","0","0",FALSE,"Cambuci/São Paulo",-23.5630478,-46.6265949,4
"8858",3119960,0,172,4,3,2,3,"0","0","1","0",TRUE,"Moema/São Paulo",0,0,7
"9828",2700,400,42,1,2,1,1,"1","0","1","0",FALSE,"Campo Belo/São Paulo",-23.618795,-46.681542,5
"11099",2200000,3400,315,4,5,4,4,"0","0","1","0",TRUE,"Brooklin/São Paulo",-23.610753,-46.6811536,7
"13105",230000,230,51,2,1,0,1,"0","0","0","0",TRUE,"São Mateus/São Paulo",0,0,4
"2369",2200,269,35,1,1,0,0,"0","1","0","0",FALSE,"Consolação/São Paulo",-23.5483633,-46.6451621,4
"10359",850,200,45,1,1,0,0,"0","0","0","0",FALSE,"Casa Verde/São Paulo",0,0,4
"9448",3000,1846,148,3,4,3,3,"0","0","0","0",FALSE,"Tucuruvi/São Paulo",-23.483091,-46.613641,3
"10471",1150,800,80,2,1,0,1,"0","0","0","0",FALSE,"Tatuapé/São Paulo",-23.5315127,-46.5703221,4
"8203",300000,633,120,3,2,0,1,"0","0","0","0",TRUE,"Bom Retiro/São Paulo",-23.5296337,-46.6397285,8
"4830",2700,835,74,2,2,1,2,"0","0","1","0",FALSE,"Vila Leopoldina/São Paulo",-23.5316265,-46.7266332,2
"9967",1900,1300,78,1,2,1,2,"1","1","1","0",FALSE,"Morumbi/São Paulo",-23.618424,-46.73354,5
"3392",10000,2850,203,4,2,1,3,"0","1","1","0",FALSE,"Campo Belo/São Paulo",-23.6191284,-46.678935,5
"3322",1500,480,50,2,1,0,1,"0","0","1","0",FALSE,"Vila Prudente/São Paulo",-23.5759931,-46.5649945,2
"11267",1500000,1350,192,3,5,3,3,"1","0","1","0",TRUE,"Pari/São Paulo",-23.542837,-46.551925,7
"6293",1105000,890,45,1,2,1,1,"1","0","1","0",TRUE,"Iguatemi/São Paulo",-23.584482,-46.682312,2
"5565",400000,700,35,1,2,1,1,"1","1","1","0",TRUE,"Consolação/São Paulo",-23.554081,-46.659172,5
"979",4800,1300,185,3,4,3,2,"0","0","0","0",FALSE,"Cidade Dutra/São Paulo",-23.714221,-46.704675,3
"8167",330000,550,42,1,2,0,1,"0","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5536314,-46.6405868,4
"11804",1950000,1850,266,4,5,4,4,"1","0","0","0",TRUE,"Anhanguera/São Paulo",-23.670116,-46.696669,3
"10063",2200,1600,138,3,5,3,2,"0","0","1","0",FALSE,"Vila Sônia/São Paulo",-23.601626,-46.725744,7
"1371",3500,1550,166,3,3,1,1,"0","0","0","0",FALSE,"Santo Amaro/São Paulo",-23.635658,-46.695412,8
"3325",1800,1000,94,3,2,1,2,"0","0","1","0",FALSE,"Vila Prudente/São Paulo",-23.5893751,-46.5700103,2
"8968",850000,850,120,3,2,1,1,"0","0","0","0",TRUE,"Perdizes/São Paulo",-23.5347169,-46.6776249,8
"4258",5500,1182,129,3,2,1,3,"0","0","1","0",FALSE,"Alto de Pinheiros/São Paulo",-23.5388583,-46.7132246,2
"6784",219900,100,39,2,2,1,1,"1","0","0","0",TRUE,"Vila Matilde/São Paulo",-23.536975,-46.529966,1
"7527",700000,995,102,3,3,1,2,"1","0","1","0",TRUE,"Vila Andrade/São Paulo",-23.623936,-46.7346,1
"6157",228000,250,45,2,2,1,1,"1","0","1","0",TRUE,"Carrão/São Paulo",-23.584171,-46.492071,2
"10371",1200,640,40,1,2,1,1,"0","0","1","0",FALSE,"Santana/São Paulo",0,0,2
"125",1100,300,50,2,2,1,1,"1","0","0","0",FALSE,"Cidade Líder/São Paulo",-23.562208,-46.479379,1
"9973",1900,788,76,3,2,1,2,"0","0","0","0",FALSE,"Morumbi/São Paulo",-23.620461,-46.741726,8
"3982",6000,1500,160,3,2,1,2,"0","0","0","0",FALSE,"Santo Amaro/São Paulo",-23.6547122,-46.6908139,8
"10505",1400,340,33,1,1,0,1,"0","0","0","0",FALSE,"Cambuci/São Paulo",-23.5643302,-46.6169969,4
"12748",275600,0,60,2,1,0,1,"0","0","0","0",TRUE,"Ermelino Matarazzo/São Paulo",-23.4868519,-46.4698392,4
"2969",990,566,92,2,1,0,1,"0","0","0","0",FALSE,"Belém/São Paulo",-23.5300255,-46.6004273,4
"1541",2500,800,56,2,2,1,1,"1","0","1","0",FALSE,"Vila Mariana/São Paulo",-23.585145,-46.632005,5
"5602",620000,0,78,3,2,1,1,"0","0","1","0",TRUE,"Pari/São Paulo",-23.527009,-46.618541,2
"1392",1900,653,59,2,2,1,1,"0","1","0","0",FALSE,"Saúde/São Paulo",-23.612641,-46.633363,6
"1375",1600,743,50,2,2,1,1,"0","0","1","0",FALSE,"Saúde/São Paulo",-23.621139,-46.64171,2
"11639",240000,310,52,2,2,1,1,"0","0","0","0",TRUE,"Grajaú/São Paulo",-23.752794,-46.703042,6
"628",1000,0,50,2,2,1,1,"0","0","0","0",FALSE,"Vila Jacuí/São Paulo",-23.492843,-46.457469,6
"6455",236825,0,48,2,2,1,1,"1","0","1","0",TRUE,"Parque do Carmo/São Paulo",-23.603608,-46.468355,2
"11244",280000,460,48,2,2,1,1,"1","0","0","0",TRUE,"Brás/São Paulo",-23.549626,-46.620027,1
"9223",1599,560,65,2,2,1,1,"1","0","1","0",FALSE,"Pari/São Paulo",-23.527775,-46.602607,5
"9376",3200,32,120,4,4,3,2,"0","0","1","0",FALSE,"Mandaqui/São Paulo",-23.478732,-46.633136,7
"7189",424000,530,68,2,2,1,1,"0","0","1","0",TRUE,"Jabaquara/São Paulo",-23.644479,-46.64335,2
"2882",1240,700,65,2,1,0,2,"0","0","0","0",FALSE,"Medeiros/São Paulo",-23.4890845,-46.5922836,4
"5097",1950000,2600,210,3,2,1,2,"0","0","0","0",TRUE,"Brooklin/São Paulo",-23.610067,-46.682032,8
"3231",2100,942,92,3,1,0,1,"0","0","1","0",FALSE,"Tatuapé/São Paulo",-23.5378442,-46.5746665,2
"1900",1150,480,50,2,2,1,1,"0","0","1","0",FALSE,"Limão/São Paulo",-23.478681,-46.672723,2
"12618",525000,700,125,3,3,1,2,"0","0","1","0",TRUE,"Cangaíba/São Paulo",-23.5089503,-46.5414828,2
"5945",440000,450,88,3,3,1,2,"1","0","1","0",TRUE,"Medeiros/São Paulo",-23.174704,-47.000037,2
"2383",3900,415,43,1,1,0,1,"0","1","1","0",FALSE,"Consolação/São Paulo",-23.5510254,-46.6553085,5
"10713",1800,800,76,3,2,0,1,"0","0","0","0",FALSE,"Morumbi/São Paulo",-23.6111234,-46.7350429,8
"4285",25000,4600,364,4,2,1,0,"1","0","0","0",FALSE,"Alto de Pinheiros/São Paulo",-23.5511925,-46.7214333,1
"305",800,200,56,2,2,1,1,"0","0","0","0",FALSE,"José Bonifácio/São Paulo",-23.54013,-46.436021,6
"310",900,0,50,2,2,1,1,"0","0","0","0",FALSE,"José Bonifácio/São Paulo",-23.553484,-46.434253,6
"3314",1450,458,49,2,2,1,1,"0","0","0","0",FALSE,"Vila Prudente/São Paulo",-23.5825127,-46.5883983,6
"3826",3300,0,74,3,2,1,1,"0","0","1","0",FALSE,"Moema/São Paulo",-23.6094151,-46.661057,2
"11109",3000,2715,148,3,4,1,2,"0","0","1","0",FALSE,"Vila Madalena/São Paulo",-23.553258,-46.688494,7
"8066",577000,850,78,3,2,1,2,"1","0","1","0",TRUE,"Vila Leopoldina/São Paulo",-23.531505,-46.729472,1
"8013",230000,700,52,2,2,1,1,"0","0","1","0",TRUE,"Rio Pequeno/São Paulo",-23.571419,-46.758612,2
"129",1300,415,48,2,2,1,1,"0","0","0","0",FALSE,"Cidade Líder/São Paulo",-23.563018,-46.478423,6
"738",1400,310,34,1,2,1,1,"1","0","0","0",FALSE,"Cambuci/São Paulo",-23.563025,-46.616124,1
"4841",2799,580,70,1,2,1,1,"0","1","1","0",FALSE,"Vila Leopoldina/São Paulo",-23.5317834,-46.7451035,5
"5715",520000,1020,95,3,2,1,1,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.51008,-46.663021,2
"11145",3200,440,52,1,2,1,1,"1","0","1","0",FALSE,"Brooklin/São Paulo",-23.61164,-46.692687,5
"4481",1900,650,82,2,3,2,2,"1","0","1","0",FALSE,"Jaguaré/São Paulo",-23.5331268,-46.7570686,5
"2894",2300,600,77,3,2,1,2,"0","0","1","0",FALSE,"Água Rasa/São Paulo",-23.5650333,-46.5623732,2
"739",4000,574,79,2,2,1,2,"1","0","1","0",FALSE,"Cambuci/São Paulo",-23.567583,-46.624744,5
"5595",410000,380,56,2,2,1,1,"1","0","1","0",TRUE,"Pari/São Paulo",-23.524417,-46.606747,2
"554",1350,0,47,2,2,1,1,"1","0","1","0",FALSE,"Vila Curuçá/São Paulo",-23.503592,-46.422562,5
"813",10000,1550,155,2,3,2,2,"1","1","1","0",FALSE,"Campo Belo/São Paulo",-23.626032,-46.675005,5
"3211",1200,430,61,2,1,0,1,"0","0","0","0",FALSE,"Tatuapé/São Paulo",0,0,4
"2679",1300,605,60,3,2,1,1,"0","0","0","0",FALSE,"Mandaqui/São Paulo",-23.4654011,-46.6343783,8
"4672",5500,2320,165,3,4,3,3,"0","0","1","0",FALSE,"Perdizes/São Paulo",-23.5354676,-46.6706522,7
"1500",20000,2000,222,4,4,3,4,"0","1","1","0",FALSE,"Vila Mariana/São Paulo",-23.591272,-46.639259,7
"7019",330000,498,64,3,2,1,1,"1","1","1","0",TRUE,"Cidade Ademar/São Paulo",-23.667299,-46.67291,5
"3796",4655,1077,70,2,3,2,1,"0","1","1","0",FALSE,"Moema/São Paulo",-23.6056086,-46.6613576,5
"8424",855000,990,121,3,3,1,1,"0","0","0","0",TRUE,"Liberdade/São Paulo",-23.5699005,-46.6334929,8
"6032",159000,100,35,2,2,1,1,"0","0","0","0",TRUE,"Artur Alvim/São Paulo",-23.537903,-46.48933,6
"9473",1800,700,80,2,2,1,1,"1","0","0","0",FALSE,"Vila Guilherme/São Paulo",-23.520336,-46.596508,1
"6278",158000,0,38,2,2,1,1,"0","0","0","0",TRUE,"Guaianazes/São Paulo",-23.563591,-46.403328,6
"12465",330000,460,54,2,1,0,1,"0","0","1","0",TRUE,"Água Rasa/São Paulo",0,0,2
"11697",820000,990,95,2,3,1,1,"1","0","0","0",TRUE,"Moema/São Paulo",-23.604856,-46.65739,1
"5856",585000,690,70,2,2,1,1,"1","1","1","0",TRUE,"Tucuruvi/São Paulo",-23.468685,-46.606646,5
"8986",1000000,3000,170,3,4,3,3,"0","0","1","0",TRUE,"Perdizes/São Paulo",0,0,7
"2826",900,430,55,1,1,0,1,"0","0","0","0",FALSE,"Tucuruvi/São Paulo",0,0,4
"5011",590000,500,51,1,2,1,1,"0","1","0","0",TRUE,"Vila Olimpia/São Paulo",-23.596689,-46.67789,6
"7327",1500000,3000,237,4,5,2,4,"1","0","1","0",TRUE,"Morumbi/São Paulo",-23.626146,-46.719523,7
"5765",600000,890,70,3,2,1,2,"1","0","1","0",TRUE,"Mandaqui/São Paulo",-23.479146,-46.637855,1
"6758",180000,0,44,2,2,1,1,"0","0","0","0",TRUE,"Vila Jacuí/São Paulo",-23.510487,-46.447684,6
"2454",2500,770,49,1,1,0,1,"0","1","1","0",FALSE,"Liberdade/São Paulo",-23.565392,-46.64161,5
"3378",1600,550,50,1,1,0,1,"0","0","0","0",FALSE,"Cambuci/São Paulo",-23.5668467,-46.6161189,4
"758",1900,530,50,2,2,1,1,"1","0","1","0",FALSE,"Cambuci/São Paulo",-23.558459,-46.619069,5
"11538",430200,579,66,2,2,1,1,"1","0","1","0",TRUE,"Tatuapé/São Paulo",-23.533247,-46.579987,1
"12181",299000,275,45,1,1,0,0,"1","1","0","0",TRUE,"Sé/São Paulo",-23.5501844,-46.6365717,1
"2183",2200,500,35,1,1,0,1,"0","1","0","0",FALSE,"Bela Vista/São Paulo",-23.5538916,-46.6431613,4
"362",2200,398,70,3,2,1,2,"0","0","1","0",FALSE,"Penha/São Paulo",-23.522395,-46.528109,2
"10934",3500,1583,135,3,4,3,3,"0","0","1","0",FALSE,"Perdizes/São Paulo",-23.5354905,-46.6860584,7
"387",1660,0,49,2,2,1,1,"0","0","0","0",FALSE,"Ponte Rasa/São Paulo",-23.509273,-46.495231,6
"10935",2950,520,58,2,1,0,1,"0","0","1","0",FALSE,"Perdizes/São Paulo",0,0,2
"10137",1500,0,72,2,2,1,1,"1","0","0","0",FALSE,"Jaguaré/São Paulo",-23.547197,-46.746433,1
"2202",2800,995,100,3,2,1,1,"0","0","0","0",FALSE,"Bela Vista/São Paulo",-23.5636237,-46.642321,8
"3321",2300,1200,122,3,2,1,3,"1","0","1","0",FALSE,"Vila Prudente/São Paulo",-23.5795738,-46.5884935,5
"7581",350000,450,42,2,2,1,1,"1","0","0","0",TRUE,"Vila Mariana/São Paulo",-23.58586,-46.637103,1
"8041",450000,506,64,3,2,1,2,"0","1","1","0",TRUE,"São Domingos/São Paulo",-23.493971,-46.740574,2
"5731",379000,560,48,2,2,1,1,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.510311,-46.656565,2
"3988",3000,1970,110,4,2,1,3,"0","0","0","0",FALSE,"Santo Amaro/São Paulo",-23.6476654,-46.7009697,8
"795",11000,1328,154,3,5,3,4,"1","1","1","0",FALSE,"Campo Belo/São Paulo",-23.627888,-46.673533,5
"7562",4182000,3500,267,4,5,4,4,"1","0","1","0",TRUE,"Vila Mariana/São Paulo",-23.586491,-46.645731,7
"5251",1900,1000,145,4,2,1,1,"1","0","0","0",FALSE,"Mooca/São Paulo",-23.5554,-46.601218,1
"286",800,220,60,2,2,1,1,"0","0","0","0",FALSE,"Jardim Helena/São Paulo",-23.463087,-46.415487,6
"12032",329000,350,51,2,1,0,1,"0","0","1","0",TRUE,"Brás/São Paulo",-23.5508809,-46.6172008,2
"12212",580000,570,84,3,2,1,2,"0","0","1","0",TRUE,"Casa Verde/São Paulo",-23.5083155,-46.6595751,2
"108",1500,870,77,3,2,1,2,"1","0","1","0",FALSE,"Carrão/São Paulo",-23.555098,-46.528565,5
"13397",290000,420,47,2,1,0,1,"0","0","1","0",TRUE,"Campo Grande/São Paulo",-23.6927249,-46.6774074,2
"1223",3600,700,80,2,3,1,1,"1","1","0","0",FALSE,"Moema/São Paulo",-23.602497,-46.665988,5
"10645",7000,1476,105,1,2,1,2,"0","0","0","0",FALSE,"Jardim Paulista/São Paulo",-23.5708726,-46.6617387,6
"10878",1900,0,96,3,2,1,2,"1","0","1","0",FALSE,"Freguesia do Ó/São Paulo",-23.4980065,-46.6904367,5
"3307",1600,770,75,2,1,0,1,"0","0","0","0",FALSE,"Vila Prudente/São Paulo",-23.5767746,-46.5798167,4
"10598",3010,750,72,2,2,1,2,"0","1","1","0",FALSE,"Ipiranga/São Paulo",-23.5850441,-46.6054486,5
"7827",670000,0,78,3,1,0,2,"1","0","1","1",TRUE,"Lapa/São Paulo",-23.523391,-46.700613,2
"11828",245000,470,55,2,2,1,1,"0","0","1","0",TRUE,"Cachoeirinha/São Paulo",-23.473877,-46.653842,2
"3673",1750,1400,67,3,1,0,1,"0","0","0","0",FALSE,"Jabaquara/São Paulo",-23.6516953,-46.6466296,4
"12626",215000,490,50,2,1,0,0,"0","0","0","0",TRUE,"Cangaíba/São Paulo",-23.4985587,-46.5129563,4
"11852",470000,350,82,2,2,1,1,"0","0","0","0",TRUE,"Lapa/São Paulo",-23.524328,-46.709349,6
"3076",900,0,50,2,1,0,1,"0","0","0","0",FALSE,"Guaianazes/São Paulo",-23.5484675,-46.4121287,4
"6494",398000,580,74,3,2,1,2,"1","0","1","0",TRUE,"Ponte Rasa/São Paulo",-23.513843,-46.492636,1
"11993",369000,510,45,1,1,0,1,"0","0","0","0",TRUE,"Bela Vista/São Paulo",-23.5568281,-46.6505596,4
"715",1700,611,92,3,2,1,1,"0","0","1","0",FALSE,"Vila Prudente/São Paulo",-23.579395,-46.572476,2
